mode,condition,bw,flatness,peaks,topPeakPower,topPeakBW,fskPairs,fskValley,cv,duty,transitions,ook,baudRate,baudConf,costasScore,costasMode
js8call,snr15,175,0.0260,2,44.0,46.9,0,0,0.524,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr15,164,0.0310,3,43.3,46.9,0,0,0.523,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr15,181,0.0298,2,43.2,46.9,0,0,0.523,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr10,105,0.0966,3,39.1,46.9,0,0,0.433,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr10,128,0.0605,4,39.2,46.9,0,0,0.431,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr10,123,0.0822,2,38.8,46.9,0,0,0.432,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr10,117,0.0721,2,39.1,46.9,0,0,0.432,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr10,117,0.0770,3,38.9,46.9,0,0,0.432,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr10,117,0.0773,2,38.7,52.7,0,0,0.431,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr10,111,0.0862,4,38.6,52.7,0,0,0.432,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr10,128,0.0764,1,38.5,46.9,0,0,0.430,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr10,117,0.0748,3,39.0,46.9,0,0,0.430,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr10,117,0.0901,1,38.3,46.9,0,0,0.430,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr10,111,0.1055,1,38.4,46.9,0,0,0.432,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr10,111,0.0836,2,39.1,46.9,0,0,0.430,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr10,99,0.1137,2,39.0,46.9,0,0,0.431,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr10,128,0.0721,4,38.5,46.9,0,0,0.432,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr10,123,0.0672,1,38.7,46.9,0,0,0.431,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr10,117,0.0823,4,38.6,46.9,0,0,0.431,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr10,123,0.0752,2,38.6,46.9,0,0,0.432,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr10,117,0.0928,3,38.5,46.9,0,0,0.432,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr10,117,0.0963,2,38.4,46.9,0,0,0.431,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr10,105,0.0997,3,39.0,46.9,0,0,0.431,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr10,123,0.0675,1,38.9,46.9,0,0,0.432,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr10,111,0.0912,5,38.6,52.7,0,0,0.432,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr10,123,0.0815,2,38.4,46.9,0,0,0.430,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr10,117,0.0934,3,38.4,46.9,0,0,0.432,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr10,123,0.0845,2,38.5,46.9,0,0,0.432,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr10,123,0.0824,2,38.6,46.9,0,0,0.431,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr10,111,0.0848,2,39.3,46.9,0,0,0.432,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr10,117,0.0955,3,38.5,46.9,0,0,0.431,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr10,111,0.0910,4,38.5,46.9,0,0,0.432,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr10,117,0.0940,2,38.3,46.9,0,0,0.432,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr5,87,0.2065,1,33.3,46.9,0,0,0.291,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr5,82,0.2147,3,33.8,46.9,0,0,0.290,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr5,87,0.1982,2,33.5,46.9,0,0,0.290,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr5,87,0.2153,3,33.4,46.9,0,0,0.287,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr5,76,0.2521,1,34.1,46.9,0,0,0.289,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr5,87,0.2293,1,33.5,46.9,0,0,0.288,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr5,76,0.2502,2,33.8,46.9,0,0,0.289,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr5,76,0.2513,1,34.2,46.9,0,0,0.292,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr5,76,0.2591,2,34.1,46.9,0,0,0.289,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr5,82,0.2219,2,33.5,52.7,0,0,0.286,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr5,82,0.2129,1,33.7,46.9,0,0,0.289,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr5,76,0.2505,2,34.1,46.9,0,0,0.287,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr5,82,0.2252,2,33.5,52.7,0,0,0.289,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr5,93,0.1811,3,33.5,46.9,0,0,0.293,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr5,82,0.2173,3,33.7,46.9,0,0,0.288,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr5,87,0.1677,2,33.8,46.9,0,0,0.291,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr5,82,0.2231,2,33.6,52.7,0,0,0.291,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr5,87,0.1836,1,33.5,52.7,0,0,0.289,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr5,82,0.2326,1,33.5,46.9,0,0,0.291,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr5,82,0.2141,2,33.9,46.9,0,0,0.289,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr5,82,0.2655,2,33.7,46.9,0,0,0.290,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr5,82,0.2027,2,33.9,46.9,0,0,0.289,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr5,82,0.2511,2,33.2,46.9,0,0,0.288,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr5,82,0.2645,2,33.5,46.9,0,0,0.289,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr5,76,0.2513,2,33.6,46.9,0,0,0.291,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr5,87,0.2234,1,33.5,46.9,0,0,0.290,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr5,82,0.2270,2,33.5,52.7,0,0,0.290,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr5,82,0.2196,3,33.4,46.9,0,0,0.288,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr5,76,0.2407,2,33.6,46.9,0,0,0.289,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr5,82,0.2288,1,33.3,46.9,0,0,0.286,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr3,76,0.3373,1,31.4,46.9,0,0,0.220,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr3,70,0.3474,1,31.4,52.7,0,0,0.220,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr3,70,0.3289,1,31.9,46.9,0,0,0.220,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr3,64,0.4255,3,31.3,52.7,0,0,0.220,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr3,70,0.3400,2,31.3,46.9,0,0,0.220,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr3,70,0.3460,1,31.3,52.7,0,0,0.219,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr3,70,0.3883,1,31.3,46.9,0,0,0.220,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr3,76,0.3341,1,31.2,46.9,0,0,0.220,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr3,76,0.2921,2,31.4,46.9,0,0,0.221,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr3,76,0.3364,1,31.5,46.9,0,0,0.220,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr3,76,0.2743,2,31.6,46.9,0,0,0.222,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr3,70,0.3247,1,31.8,46.9,0,0,0.220,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr3,76,0.2821,1,31.3,46.9,0,0,0.221,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr3,82,0.2760,2,31.4,46.9,0,0,0.220,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr3,76,0.2840,2,31.3,46.9,0,0,0.219,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr3,76,0.2606,2,31.7,46.9,0,0,0.222,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr3,70,0.3435,3,31.5,52.7,0,0,0.220,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr3,70,0.3494,1,31.5,46.9,0,0,0.223,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr3,70,0.3328,1,31.5,46.9,0,0,0.219,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr3,70,0.3212,1,31.9,46.9,0,0,0.221,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr3,76,0.3271,1,31.4,46.9,0,0,0.218,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr3,82,0.2599,2,31.2,46.9,0,0,0.221,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr3,70,0.3166,1,31.4,46.9,0,0,0.219,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr3,70,0.3235,1,31.7,46.9,0,0,0.222,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr3,76,0.3337,2,31.5,46.9,0,0,0.220,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr3,70,0.3833,3,31.4,46.9,0,0,0.219,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr3,70,0.3324,1,31.8,46.9,0,0,0.220,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr3,70,0.3147,1,31.5,46.9,0,0,0.220,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr3,70,0.3225,1,31.7,46.9,0,0,0.219,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr3,70,0.3322,1,31.5,52.7,0,0,0.222,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr0,64,0.4169,1,28.4,46.9,0,0,0.123,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr0,64,0.4646,1,28.3,52.7,0,0,0.123,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr0,58,0.5390,1,28.8,46.9,0,0,0.123,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr0,64,0.4144,1,28.4,46.9,0,0,0.126,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr0,58,0.5239,1,29.0,46.9,0,0,0.126,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr0,58,0.5732,2,28.2,52.7,0,0,0.126,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr0,58,0.5664,2,28.4,52.7,0,0,0.127,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr0,58,0.5334,2,28.4,46.9,0,0,0.124,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr0,58,0.5345,1,29.0,46.9,0,0,0.127,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr0,64,0.4493,1,28.3,46.9,0,0,0.127,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr0,70,0.4014,2,28.2,46.9,0,0,0.130,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr0,64,0.5181,1,28.3,46.9,0,0,0.126,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr0,58,0.5410,1,28.5,46.9,0,0,0.126,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr0,64,0.4828,1,28.1,46.9,0,0,0.125,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr0,64,0.4963,2,28.3,46.9,0,0,0.124,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr0,76,0.3494,2,28.2,46.9,0,0,0.124,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr0,64,0.4881,1,28.2,46.9,0,0,0.125,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr0,58,0.5632,2,28.2,52.7,0,0,0.126,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr0,58,0.5308,1,28.3,46.9,0,0,0.125,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr0,58,0.5345,1,28.6,46.9,0,0,0.125,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr0,58,0.5308,1,28.9,46.9,0,0,0.124,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr0,58,0.5568,2,28.2,52.7,0,0,0.124,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr0,64,0.4553,1,28.1,46.9,0,0,0.122,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr0,64,0.5234,1,28.2,46.9,0,0,0.127,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr0,58,0.5389,1,28.4,46.9,0,0,0.127,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr0,64,0.4502,1,28.3,46.9,0,0,0.124,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr0,58,0.5331,1,28.6,46.9,0,0,0.125,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr0,64,0.4474,1,28.4,52.7,0,0,0.128,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr0,64,0.4559,1,28.2,46.9,0,0,0.124,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr0,58,0.5332,1,28.5,46.9,0,0,0.123,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr-3,52,0.6923,1,25.8,46.9,0,0,0.058,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr-3,58,0.6344,1,25.0,46.9,0,0,0.061,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr-3,58,0.6314,2,24.9,46.9,0,0,0.059,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr-3,52,0.7590,1,25.0,46.9,0,0,0.059,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr-3,58,0.6223,1,24.9,46.9,0,0,0.060,0.695,1.5,false,6.25,1.000,1.000,js8call
js8call,snr-3,52,0.6969,1,25.2,46.9,0,0,0.059,0.695,1.5,false,6.25,1.000,1.000,js8call
js8call,snr-3,52,0.6963,1,25.8,46.9,0,0,0.061,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr-3,52,0.7428,1,25.1,46.9,0,0,0.060,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr-3,52,0.6958,1,25.5,46.9,0,0,0.061,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr-3,64,0.5442,1,24.9,46.9,0,0,0.059,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr-3,52,0.7508,2,24.9,52.7,0,0,0.057,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr-3,52,0.7444,1,25.2,46.9,0,0,0.060,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr-3,58,0.5608,1,25.3,46.9,0,0,0.059,0.695,1.5,false,6.25,1.000,1.000,js8call
js8call,snr-3,52,0.7436,2,24.9,52.7,0,0,0.060,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr-3,58,0.6329,2,24.9,46.9,0,0,0.061,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr-3,52,0.7355,2,25.0,52.7,0,0,0.062,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr-3,52,0.7058,1,25.2,46.9,0,0,0.059,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr-3,52,0.6978,1,25.2,46.9,0,0,0.060,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr-3,52,0.7041,1,25.4,46.9,0,0,0.059,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr-3,52,0.7405,2,25.1,52.7,0,0,0.058,0.690,2.5,false,6.25,1.000,1.000,js8call
js8call,snr-3,58,0.5917,1,25.0,52.7,0,0,0.059,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr-3,58,0.6255,2,24.9,46.9,0,0,0.059,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr-3,58,0.5631,1,25.4,46.9,0,0,0.060,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr-3,52,0.7493,1,25.1,46.9,0,0,0.058,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr-3,52,0.7013,1,25.6,46.9,0,0,0.059,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr-3,52,0.7065,1,25.6,46.9,0,0,0.061,0.695,1.5,false,6.25,1.000,1.000,js8call
js8call,snr-3,58,0.6531,2,24.9,46.9,0,0,0.060,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr-3,52,0.7474,1,25.0,46.9,0,0,0.060,0.690,2.5,false,6.25,1.000,1.000,js8call
js8call,snr-3,52,0.6904,1,25.5,46.9,0,0,0.060,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,snr-3,52,0.7450,2,25.0,52.7,0,0,0.058,0.695,1.5,false,6.25,1.000,1.000,js8call
js8call,itu-good,169,0.0534,3,38.9,35.2,0,0,0.639,0.505,1.5,false,6.25,1.000,1.000,ft8
js8call,itu-good,193,0.0477,3,39.9,23.4,0,0,0.636,0.495,2.5,false,6.25,1.000,1.000,ft8
js8call,itu-good,169,0.0578,3,38.8,35.2,0,0,0.636,0.485,2.5,false,6.25,1.000,1.000,ft8
js8call,itu-good,164,0.0606,5,39.9,23.4,0,0,0.638,0.490,2.5,false,6.25,1.000,1.000,ft8
js8call,itu-good,187,0.0466,4,39.0,23.4,0,0,0.639,0.495,1.5,false,6.25,1.000,1.000,ft8
js8call,itu-good,169,0.0587,3,39.8,23.4,0,0,0.639,0.495,1.5,false,6.25,1.000,1.000,ft8
js8call,itu-good,158,0.0601,2,38.6,29.3,0,0,0.639,0.505,1.5,false,6.25,1.000,1.000,ft8
js8call,itu-good,164,0.0635,3,39.7,23.4,0,0,0.637,0.475,1.5,false,6.25,1.000,1.000,ft8
js8call,itu-good,199,0.0428,5,40.0,23.4,0,0,0.638,0.495,1.5,false,6.25,1.000,1.000,ft8
js8call,itu-good,169,0.0532,2,38.9,23.4,0,0,0.638,0.500,1.5,false,6.25,1.000,1.000,ft8
js8call,itu-good,169,0.0592,2,39.6,23.4,0,0,0.637,0.495,2.5,false,6.25,1.000,1.000,ft8
js8call,itu-good,164,0.0637,4,38.8,35.2,0,0,0.637,0.480,2.5,false,6.25,1.000,1.000,ft8
js8call,itu-good,175,0.0506,3,39.1,23.4,0,0,0.637,0.485,2.5,false,6.25,1.000,1.000,ft8
js8call,itu-good,187,0.0458,3,40.1,23.4,0,0,0.636,0.495,2.5,false,6.25,1.000,1.000,ft8
js8call,itu-good,169,0.0503,3,38.8,23.4,0,0,0.636,0.500,1.5,false,6.25,1.000,1.000,ft8
js8call,itu-good,169,0.0523,3,40.1,23.4,0,0,0.638,0.500,2.5,false,6.25,1.000,1.000,ft8
js8call,itu-good,169,0.0605,4,39.0,35.2,0,0,0.635,0.475,1.5,false,6.25,1.000,1.000,ft8
js8call,itu-good,187,0.0491,3,39.0,29.3,0,0,0.638,0.500,1.5,false,6.25,1.000,1.000,ft8
js8call,itu-good,169,0.0555,4,38.9,29.3,0,0,0.639,0.510,1.5,false,6.25,1.000,1.000,ft8
js8call,itu-good,169,0.0560,4,39.8,23.4,0,0,0.635,0.485,2.5,false,6.25,1.000,1.000,ft8
js8call,itu-good,187,0.0474,5,38.9,29.3,0,0,0.636,0.500,1.5,false,6.25,1.000,1.000,ft8
js8call,itu-good,187,0.0489,4,38.7,29.3,0,0,0.640,0.505,1.5,false,6.25,1.000,1.000,ft8
js8call,itu-good,169,0.0546,4,38.8,29.3,0,0,0.637,0.500,1.5,false,6.25,1.000,1.000,ft8
js8call,itu-good,181,0.0476,2,38.9,23.4,0,0,0.637,0.495,1.5,false,6.25,1.000,1.000,ft8
js8call,itu-good,187,0.0516,1,39.7,23.4,0,0,0.636,0.485,2.5,false,6.25,1.000,1.000,ft8
js8call,itu-good,164,0.0534,4,38.9,23.4,0,0,0.639,0.500,1.5,false,6.25,1.000,1.000,ft8
js8call,itu-good,193,0.0440,3,39.1,23.4,0,0,0.638,0.495,1.5,false,6.25,1.000,1.000,ft8
js8call,itu-good,181,0.0462,4,40.2,23.4,0,0,0.640,0.485,2.5,false,6.25,1.000,1.000,ft8
js8call,itu-good,169,0.0605,1,39.6,23.4,0,0,0.636,0.485,3.5,false,6.25,1.000,1.000,ft8
js8call,itu-good,193,0.0500,2,39.7,23.4,0,0,0.638,0.485,2.5,false,6.25,1.000,1.000,ft8
js8call,itu-moderate,117,0.1029,6,37.6,35.2,0,0,0.440,0.580,1.5,false,6.25,1.000,1.000,ft8
js8call,itu-moderate,105,0.1069,5,38.0,35.2,0,0,0.440,0.585,1.5,false,6.25,1.000,1.000,ft8
js8call,itu-moderate,128,0.0834,6,37.3,35.2,0,0,0.440,0.585,1.5,false,6.25,1.000,1.000,ft8
js8call,itu-moderate,111,0.0899,4,38.2,35.2,0,0,0.441,0.585,1.5,false,6.25,1.000,1.000,ft8
js8call,itu-moderate,117,0.0973,4,37.9,35.2,0,0,0.440,0.585,1.5,false,6.25,1.000,1.000,ft8
js8call,itu-moderate,105,0.0968,3,38.3,41.0,0,0,0.440,0.585,1.5,false,6.25,1.000,1.000,ft8
js8call,itu-moderate,105,0.0956,3,39.0,35.2,0,0,0.442,0.585,1.5,false,6.25,1.000,1.000,ft8
js8call,itu-moderate,111,0.1187,5,37.3,35.2,0,0,0.441,0.580,1.5,false,6.25,1.000,1.000,ft8
js8call,itu-moderate,105,0.0955,3,38.6,35.2,0,0,0.441,0.585,1.5,false,6.25,1.000,1.000,ft8
js8call,itu-moderate,111,0.1120,7,37.5,35.2,0,0,0.441,0.585,1.5,false,6.25,1.000,1.000,ft8
js8call,itu-moderate,99,0.1065,4,38.0,35.2,0,0,0.440,0.580,1.5,false,6.25,1.000,1.000,ft8
js8call,itu-moderate,111,0.0898,4,38.2,35.2,0,0,0.441,0.580,1.5,false,6.25,1.000,1.000,ft8
js8call,itu-moderate,105,0.1016,5,38.3,41.0,0,0,0.440,0.585,1.5,false,6.25,1.000,1.000,ft8
js8call,itu-moderate,117,0.0819,4,38.2,35.2,0,0,0.441,0.585,1.5,false,6.25,1.000,1.000,ft8
js8call,itu-moderate,111,0.0949,4,37.9,35.2,0,0,0.439,0.585,1.5,false,6.25,1.000,1.000,ft8
js8call,itu-moderate,117,0.1040,5,37.4,35.2,0,0,0.442,0.580,1.5,false,6.25,1.000,1.000,ft8
js8call,itu-moderate,117,0.0792,4,38.2,41.0,0,0,0.440,0.585,1.5,false,6.25,1.000,1.000,ft8
js8call,itu-moderate,111,0.0866,3,38.7,35.2,0,0,0.439,0.585,1.5,false,6.25,1.000,1.000,ft8
js8call,itu-moderate,123,0.0684,3,39.1,35.2,0,0,0.441,0.585,1.5,false,6.25,1.000,1.000,ft8
js8call,itu-moderate,117,0.0985,6,37.5,35.2,0,0,0.440,0.585,1.5,false,6.25,1.000,1.000,ft8
js8call,itu-moderate,117,0.0987,5,37.4,35.2,0,0,0.440,0.585,1.5,false,6.25,1.000,1.000,ft8
js8call,itu-moderate,111,0.0895,6,38.3,41.0,0,0,0.441,0.580,1.5,false,6.25,1.000,1.000,ft8
js8call,itu-moderate,99,0.1140,4,38.3,41.0,0,0,0.440,0.585,1.5,false,6.25,1.000,1.000,ft8
js8call,itu-moderate,111,0.1174,6,37.3,35.2,0,0,0.438,0.580,1.5,false,6.25,1.000,1.000,ft8
js8call,itu-moderate,111,0.0844,4,38.8,35.2,0,0,0.441,0.585,1.5,false,6.25,1.000,1.000,ft8
js8call,itu-moderate,111,0.0832,3,38.7,35.2,0,0,0.439,0.580,1.5,false,6.25,1.000,1.000,ft8
js8call,itu-moderate,99,0.1117,4,38.1,35.2,0,0,0.438,0.580,1.5,false,6.25,1.000,1.000,ft8
js8call,itu-moderate,105,0.1018,4,38.3,41.0,0,0,0.441,0.590,1.5,false,6.25,1.000,1.000,ft8
js8call,itu-moderate,105,0.0957,4,38.8,35.2,0,0,0.442,0.580,1.5,false,6.25,1.000,1.000,ft8
js8call,itu-moderate,111,0.0828,4,38.2,35.2,0,0,0.440,0.585,1.5,false,6.25,1.000,1.000,ft8
js8call,itu-poor,105,0.1201,5,38.2,46.9,0,0,0.395,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,itu-poor,111,0.0979,5,38.2,46.9,0,0,0.396,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,itu-poor,105,0.1154,6,38.1,46.9,0,0,0.395,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,itu-poor,93,0.1334,5,38.1,52.7,0,0,0.395,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,itu-poor,93,0.1317,5,38.1,52.7,0,0,0.396,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,itu-poor,99,0.1218,5,38.2,46.9,0,0,0.394,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,itu-poor,99,0.1076,4,38.7,46.9,0,0,0.397,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,itu-poor,99,0.1425,5,38.2,46.9,0,0,0.398,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,itu-poor,105,0.0943,5,38.7,46.9,0,0,0.395,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,itu-poor,105,0.1149,5,38.1,46.9,0,0,0.396,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,itu-poor,93,0.1287,5,38.5,46.9,0,0,0.395,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,itu-poor,99,0.1338,6,38.0,46.9,0,0,0.396,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,itu-poor,99,0.1108,5,38.1,52.7,0,0,0.394,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,itu-poor,93,0.1440,5,38.1,46.9,0,0,0.396,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,itu-poor,93,0.1300,5,38.1,52.7,0,0,0.394,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,itu-poor,99,0.1092,5,38.6,46.9,0,0,0.396,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,itu-poor,99,0.1030,5,38.0,46.9,0,0,0.396,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,itu-poor,87,0.1518,5,37.9,46.9,0,0,0.395,0.700,0.5,false,6.25,1.000,1.000,js8call
js8call,itu-poor,117,0.0806,5,38.2,46.9,0,0,0.395,0.700,0.5,false,6.25,1.000,1.000,js8call
